Enrollment_Id,Name,PointsAwarded,PointsPossible
890,Quiz 8,10.00,10.00
890,Quiz 9,10.00,10.00
891,A1 Final Score,38.70,100.00
891,A2 Final Score,0.00,100.00
891,A3 Final Score,0.00,98.68
891,Attendance Quiz 1,1.00,1.00
891,Attendance Quiz 10,10.00,10.00
891,Attendance Quiz 2,0.00,1.00
891,Attendance Quiz 3,0.00,1.00
891,Attendance Quiz 4,10.00,10.00
891,Attendance Quiz 5,10.00,10.00
891,Attendance Quiz 6,10.00,10.00
891,Attendance Quiz 7,10.00,10.00
891,Attendance Quiz 8,10.00,10.00
891,Attendance Quiz 9,10.00,10.00
891,Exam 1,68.42,100.00
891,Exam 2,1.00,1.00
891,Quiz 1,0.00,10.00
891,Quiz 10,10.00,10.00
891,Quiz 2,0.00,10.00
891,Quiz 3,10.00,10.00
891,Quiz 4,10.00,10.00
891,Quiz 5,10.00,10.00
891,Quiz 6,10.00,10.00
891,Quiz 7,10.00,10.00
891,Quiz 8,10.00,10.00
891,Quiz 9,10.00,10.00
892,A1 Final Score,90.50,100.00
892,A2 Final Score,88.90,100.00
892,A3 Final Score,99.40,98.68
892,Attendance Quiz 1,1.00,1.00
892,Attendance Quiz 10,10.00,10.00
892,Attendance Quiz 2,1.00,1.00
892,Attendance Quiz 3,1.00,1.00
892,Attendance Quiz 4,10.00,10.00
892,Attendance Quiz 5,10.00,10.00
892,Attendance Quiz 6,10.00,10.00
892,Attendance Quiz 7,10.00,10.00
892,Attendance Quiz 8,10.00,10.00
892,Attendance Quiz 9,10.00,10.00
892,Exam 1,73.68,100.00
892,Exam 2,1.00,1.00
892,Extra Credit,1.00,5.00
892,Quiz 1,6.00,10.00
892,Quiz 10,10.00,10.00
892,Quiz 2,10.00,10.00
892,Quiz 3,10.00,10.00
892,Quiz 4,10.00,10.00
892,Quiz 5,10.00,10.00
892,Quiz 6,10.00,10.00
892,Quiz 7,10.00,10.00
892,Quiz 8,10.00,10.00
892,Quiz 9,10.00,10.00
893,A1 Final Score,82.00,100.00
893,A2 Final Score,77.40,100.00
893,A3 Final Score,95.25,98.68
893,Attendance Quiz 1,1.00,1.00
893,Attendance Quiz 10,10.00,10.00
893,Attendance Quiz 2,1.00,1.00
893,Attendance Quiz 3,0.00,1.00
893,Attendance Quiz 4,10.00,10.00
893,Attendance Quiz 5,10.00,10.00
893,Attendance Quiz 6,10.00,10.00
893,Attendance Quiz 7,10.00,10.00
893,Attendance Quiz 8,10.00,10.00
893,Attendance Quiz 9,10.00,10.00
893,Exam 1,84.21,100.00
893,Exam 2,1.00,1.00
893,Extra Credit,2.00,5.00
893,Quiz 1,4.00,10.00
893,Quiz 10,10.00,10.00
893,Quiz 2,7.00,10.00
893,Quiz 3,10.00,10.00
893,Quiz 4,10.00,10.00
893,Quiz 5,10.00,10.00
893,Quiz 6,10.00,10.00
893,Quiz 7,10.00,10.00
893,Quiz 8,10.00,10.00
893,Quiz 9,10.00,10.00
894,A1 Final Score,94.00,100.00
894,A2 Final Score,89.30,100.00
894,A3 Final Score,97.50,98.68
894,Attendance Quiz 1,1.00,1.00
894,Attendance Quiz 10,10.00,10.00
894,Attendance Quiz 2,1.00,1.00
894,Attendance Quiz 3,0.00,1.00
894,Attendance Quiz 4,10.00,10.00
894,Attendance Quiz 5,10.00,10.00
894,Attendance Quiz 6,10.00,10.00
894,Attendance Quiz 7,10.00,10.00
894,Attendance Quiz 8,10.00,10.00
894,Attendance Quiz 9,10.00,10.00
894,Exam 1,78.95,100.00
894,Exam 2,1.00,1.00
894,Extra Credit,1.00,5.00
894,Quiz 1,7.00,10.00
894,Quiz 10,10.00,10.00
894,Quiz 2,8.00,10.00
894,Quiz 3,10.00,10.00
894,Quiz 4,10.00,10.00
894,Quiz 5,10.00,10.00
894,Quiz 6,10.00,10.00
894,Quiz 7,10.00,10.00
894,Quiz 8,10.00,10.00
894,Quiz 9,10.00,10.00
895,A1 Final Score,83.25,100.00
895,Attendance Quiz 1,1.00,1.00
895,Exam 1,0.00,100.00
895,Exam 2,1.00,1.00
895,Quiz 1,0.00,10.00
896,A1 Final Score,81.75,100.00
896,A2 Final Score,85.80,100.00
896,A3 Final Score,97.65,98.68
896,Attendance Quiz 1,1.00,1.00
896,Attendance Quiz 10,10.00,10.00
896,Attendance Quiz 2,0.00,1.00
896,Attendance Quiz 3,1.00,1.00
896,Attendance Quiz 4,10.00,10.00
896,Attendance Quiz 5,10.00,10.00
896,Attendance Quiz 6,10.00,10.00
896,Attendance Quiz 7,10.00,10.00
896,Attendance Quiz 8,10.00,10.00
896,Attendance Quiz 9,10.00,10.00
896,Exam 1,78.95,100.00
896,Exam 2,1.00,1.00
896,Extra Credit,4.00,5.00
896,Quiz 1,9.00,10.00
896,Quiz 10,10.00,10.00
896,Quiz 2,8.00,10.00
896,Quiz 3,10.00,10.00
896,Quiz 4,10.00,10.00
896,Quiz 5,10.00,10.00
896,Quiz 6,10.00,10.00
896,Quiz 7,10.00,10.00
896,Quiz 8,10.00,10.00
896,Quiz 9,10.00,10.00
897,A1 Final Score,93.75,100.00
897,A2 Final Score,100.00,100.00
897,A3 Final Score,98.20,98.68
897,Attendance Quiz 1,1.00,1.00
897,Attendance Quiz 10,10.00,10.00
897,Attendance Quiz 2,0.00,1.00
897,Attendance Quiz 3,1.00,1.00
897,Attendance Quiz 4,10.00,10.00
897,Attendance Quiz 5,10.00,10.00
897,Attendance Quiz 6,10.00,10.00
897,Attendance Quiz 7,10.00,10.00
897,Attendance Quiz 8,10.00,10.00
897,Attendance Quiz 9,10.00,10.00
897,Exam 1,94.74,100.00
897,Exam 2,1.00,1.00
897,Extra Credit,4.00,5.00
897,Quiz 1,0.00,10.00
897,Quiz 10,10.00,10.00
897,Quiz 2,7.00,10.00
897,Quiz 3,10.00,10.00
897,Quiz 4,10.00,10.00
897,Quiz 5,10.00,10.00
897,Quiz 6,10.00,10.00
897,Quiz 7,10.00,10.00
897,Quiz 8,10.00,10.00
897,Quiz 9,10.00,10.00
898,A1 Final Score,39.38,100.00
898,A2 Final Score,0.00,100.00
898,A3 Final Score,0.00,98.68
898,Attendance Quiz 1,1.00,1.00
898,Attendance Quiz 10,10.00,10.00
898,Attendance Quiz 2,0.00,1.00
898,Attendance Quiz 3,0.00,1.00
898,Attendance Quiz 4,10.00,10.00
898,Attendance Quiz 5,10.00,10.00
898,Attendance Quiz 6,10.00,10.00
898,Attendance Quiz 7,10.00,10.00
898,Attendance Quiz 8,10.00,10.00
898,Attendance Quiz 9,10.00,10.00
898,Exam 1,63.16,100.00
898,Exam 2,1.00,1.00
898,Extra Credit,0.00,5.00
898,Quiz 1,0.00,10.00
898,Quiz 10,10.00,10.00
898,Quiz 2,0.00,10.00
898,Quiz 3,10.00,10.00
898,Quiz 4,10.00,10.00
898,Quiz 5,10.00,10.00
898,Quiz 6,10.00,10.00
898,Quiz 7,10.00,10.00
898,Quiz 8,10.00,10.00
898,Quiz 9,10.00,10.00
899,A1 Final Score,83.75,100.00
899,A2 Final Score,88.50,100.00
899,A3 Final Score,99.40,98.68
899,Attendance Quiz 1,1.00,1.00
899,Attendance Quiz 10,10.00,10.00
899,Attendance Quiz 2,1.00,1.00
899,Attendance Quiz 3,1.00,1.00
899,Attendance Quiz 4,10.00,10.00
899,Attendance Quiz 5,10.00,10.00
899,Attendance Quiz 6,10.00,10.00
899,Attendance Quiz 7,10.00,10.00
899,Attendance Quiz 8,10.00,10.00
899,Attendance Quiz 9,10.00,10.00
899,Exam 1,73.68,100.00
899,Exam 2,1.00,1.00
899,Extra Credit,4.00,5.00
899,Quiz 1,8.00,10.00
899,Quiz 10,10.00,10.00
899,Quiz 2,0.00,10.00
899,Quiz 3,10.00,10.00
899,Quiz 4,10.00,10.00
899,Quiz 5,10.00,10.00
899,Quiz 6,10.00,10.00
899,Quiz 7,10.00,10.00
899,Quiz 8,10.00,10.00
899,Quiz 9,10.00,10.00
900,A1 Final Score,96.50,100.00
900,A2 Final Score,94.36,100.00
900,A3 Final Score,98.20,98.68
900,Attendance Quiz 1,1.00,1.00
900,Attendance Quiz 10,10.00,10.00
900,Attendance Quiz 2,0.00,1.00
900,Attendance Quiz 3,0.00,1.00
900,Attendance Quiz 4,10.00,10.00
900,Attendance Quiz 5,10.00,10.00
900,Attendance Quiz 6,10.00,10.00
900,Attendance Quiz 7,10.00,10.00
900,Attendance Quiz 8,10.00,10.00
900,Attendance Quiz 9,10.00,10.00
900,Exam 1,89.47,100.00
900,Exam 2,1.00,1.00
900,Extra Credit,2.00,5.00
900,Quiz 1,0.00,10.00
900,Quiz 10,10.00,10.00
900,Quiz 2,6.00,10.00
900,Quiz 3,10.00,10.00
900,Quiz 4,10.00,10.00
900,Quiz 5,10.00,10.00
900,Quiz 6,10.00,10.00
900,Quiz 7,10.00,10.00
900,Quiz 8,10.00,10.00
900,Quiz 9,10.00,10.00
901,A1 Final Score,96.25,100.00
901,A2 Final Score,99.50,100.00
901,A3 Final Score,98.20,98.68
901,Attendance Quiz 1,1.00,1.00
901,Attendance Quiz 10,10.00,10.00
901,Attendance Quiz 2,1.00,1.00
901,Attendance Quiz 3,1.00,1.00
901,Attendance Quiz 4,10.00,10.00
901,Attendance Quiz 5,10.00,10.00
901,Attendance Quiz 6,10.00,10.00
901,Attendance Quiz 7,10.00,10.00
901,Attendance Quiz 8,10.00,10.00
901,Attendance Quiz 9,10.00,10.00
901,Exam 1,63.16,100.00
901,Exam 2,1.00,1.00
901,Extra Credit,2.00,5.00
901,Quiz 1,7.00,10.00
901,Quiz 10,10.00,10.00
901,Quiz 2,8.00,10.00
901,Quiz 3,10.00,10.00
901,Quiz 4,10.00,10.00
901,Quiz 5,10.00,10.00
901,Quiz 6,10.00,10.00
901,Quiz 7,10.00,10.00
901,Quiz 8,10.00,10.00
901,Quiz 9,10.00,10.00
902,A1 Final Score,78.00,100.00
902,A2 Final Score,76.49,100.00
902,A3 Final Score,97.15,98.68
902,Attendance Quiz 1,1.00,1.00
902,Attendance Quiz 10,10.00,10.00
902,Attendance Quiz 2,1.00,1.00
902,Attendance Quiz 3,0.00,1.00
902,Attendance Quiz 4,10.00,10.00
902,Attendance Quiz 5,10.00,10.00
902,Attendance Quiz 6,10.00,10.00
902,Attendance Quiz 7,10.00,10.00
902,Attendance Quiz 8,10.00,10.00
902,Attendance Quiz 9,10.00,10.00
902,Exam 1,63.16,100.00
902,Exam 2,1.00,1.00
902,Extra Credit,5.00,5.00
902,Quiz 1,0.00,10.00
902,Quiz 10,10.00,10.00
902,Quiz 2,9.00,10.00
902,Quiz 3,10.00,10.00
902,Quiz 4,10.00,10.00
902,Quiz 5,10.00,10.00
902,Quiz 6,10.00,10.00
902,Quiz 7,10.00,10.00
902,Quiz 8,10.00,10.00
902,Quiz 9,10.00,10.00
903,A1 Final Score,78.00,100.00
903,A2 Final Score,0.00,100.00
903,A3 Final Score,82.60,98.68
903,Attendance Quiz 1,1.00,1.00
903,Attendance Quiz 10,10.00,10.00
903,Attendance Quiz 2,1.00,1.00
903,Attendance Quiz 3,1.00,1.00
903,Attendance Quiz 4,10.00,10.00
903,Attendance Quiz 5,10.00,10.00
903,Attendance Quiz 6,10.00,10.00
903,Attendance Quiz 7,10.00,10.00
903,Attendance Quiz 8,10.00,10.00
903,Attendance Quiz 9,10.00,10.00
903,Exam 1,78.95,100.00
903,Exam 2,1.00,1.00
903,Extra Credit,0.00,5.00
903,Quiz 1,0.00,10.00
903,Quiz 10,10.00,10.00
903,Quiz 2,6.00,10.00
903,Quiz 3,10.00,10.00
903,Quiz 4,10.00,10.00
903,Quiz 5,10.00,10.00
903,Quiz 6,10.00,10.00
903,Quiz 7,10.00,10.00
903,Quiz 8,10.00,10.00
903,Quiz 9,10.00,10.00
904,A1 Final Score,84.25,100.00
904,A2 Final Score,87.50,100.00
904,A3 Final Score,100.00,98.68
904,Attendance Quiz 1,1.00,1.00
904,Attendance Quiz 10,10.00,10.00
904,Attendance Quiz 2,1.00,1.00
904,Attendance Quiz 3,1.00,1.00
904,Attendance Quiz 4,10.00,10.00
904,Attendance Quiz 5,10.00,10.00
904,Attendance Quiz 6,10.00,10.00
904,Attendance Quiz 7,10.00,10.00
904,Attendance Quiz 8,10.00,10.00
904,Attendance Quiz 9,10.00,10.00
904,Exam 1,100.00,100.00
904,Exam 2,1.00,1.00
904,Extra Credit,2.00,5.00
904,Quiz 1,10.00,10.00
904,Quiz 10,10.00,10.00
904,Quiz 2,9.00,10.00
904,Quiz 3,10.00,10.00
904,Quiz 4,10.00,10.00
904,Quiz 5,10.00,10.00
904,Quiz 6,10.00,10.00
904,Quiz 7,10.00,10.00
904,Quiz 8,10.00,10.00
904,Quiz 9,10.00,10.00
905,A1 Final Score,90.50,100.00
905,A2 Final Score,100.00,100.00
905,A3 Final Score,98.20,98.68
905,Attendance Quiz 1,1.00,1.00
905,Attendance Quiz 10,10.00,10.00
905,Attendance Quiz 2,0.00,1.00
905,Attendance Quiz 3,1.00,1.00
905,Attendance Quiz 4,10.00,10.00
905,Attendance Quiz 5,10.00,10.00
905,Attendance Quiz 6,10.00,10.00
905,Attendance Quiz 7,10.00,10.00
905,Attendance Quiz 8,10.00,10.00
905,Attendance Quiz 9,10.00,10.00
905,Exam 1,89.47,100.00
905,Exam 2,1.00,1.00
905,Extra Credit,3.00,5.00
905,Quiz 1,0.00,10.00
905,Quiz 10,10.00,10.00
905,Quiz 2,6.00,10.00
905,Quiz 3,10.00,10.00
905,Quiz 4,10.00,10.00
905,Quiz 5,10.00,10.00
905,Quiz 6,10.00,10.00
905,Quiz 7,10.00,10.00
905,Quiz 8,10.00,10.00
905,Quiz 9,10.00,10.00
906,A1 Final Score,91.25,100.00
906,A2 Final Score,86.50,100.00
906,A3 Final Score,100.00,98.68
906,Attendance Quiz 1,1.00,1.00
906,Attendance Quiz 10,10.00,10.00
906,Attendance Quiz 2,1.00,1.00
906,Attendance Quiz 3,1.00,1.00
906,Attendance Quiz 4,10.00,10.00
906,Attendance Quiz 5,10.00,10.00
906,Attendance Quiz 6,10.00,10.00
906,Attendance Quiz 7,10.00,10.00
906,Attendance Quiz 8,10.00,10.00
906,Attendance Quiz 9,10.00,10.00
906,Exam 1,94.74,100.00
906,Exam 2,1.00,1.00
906,Extra Credit,4.00,5.00
906,Quiz 1,8.00,10.00
906,Quiz 10,10.00,10.00
906,Quiz 2,9.00,10.00
906,Quiz 3,10.00,10.00
906,Quiz 4,10.00,10.00
906,Quiz 5,10.00,10.00
906,Quiz 6,10.00,10.00
906,Quiz 7,10.00,10.00
906,Quiz 8,10.00,10.00
906,Quiz 9,10.00,10.00
907,A1 Final Score,85.50,100.00
907,A2 Final Score,100.00,100.00
907,A3 Final Score,98.20,98.68
907,Attendance Quiz 1,1.00,1.00
907,Attendance Quiz 10,10.00,10.00
907,Attendance Quiz 2,1.00,1.00
907,Attendance Quiz 3,1.00,1.00
907,Attendance Quiz 4,10.00,10.00
907,Attendance Quiz 5,10.00,10.00
907,Attendance Quiz 6,10.00,10.00
907,Attendance Quiz 7,10.00,10.00
907,Attendance Quiz 8,10.00,10.00
907,Attendance Quiz 9,10.00,10.00
907,Exam 1,89.47,100.00
907,Exam 2,1.00,1.00
907,Extra Credit,3.00,5.00
907,Quiz 1,7.00,10.00
907,Quiz 10,10.00,10.00
907,Quiz 2,10.00,10.00
907,Quiz 3,10.00,10.00
907,Quiz 4,10.00,10.00
907,Quiz 5,10.00,10.00
907,Quiz 6,10.00,10.00
907,Quiz 7,10.00,10.00
907,Quiz 8,10.00,10.00
907,Quiz 9,10.00,10.00
908,A1 Final Score,77.00,100.00
908,A2 Final Score,0.00,100.00
908,A3 Final Score,82.60,98.68
908,Attendance Quiz 1,1.00,1.00
908,Attendance Quiz 10,10.00,10.00
908,Attendance Quiz 2,1.00,1.00
908,Attendance Quiz 3,1.00,1.00
908,Attendance Quiz 4,10.00,10.00
908,Attendance Quiz 5,10.00,10.00
908,Attendance Quiz 6,10.00,10.00
908,Attendance Quiz 7,10.00,10.00
908,Attendance Quiz 8,10.00,10.00
908,Attendance Quiz 9,10.00,10.00
908,Exam 1,78.95,100.00
908,Exam 2,1.00,1.00
908,Extra Credit,1.00,5.00
908,Quiz 1,8.00,10.00
908,Quiz 10,10.00,10.00
908,Quiz 2,8.00,10.00
908,Quiz 3,10.00,10.00
908,Quiz 4,10.00,10.00
908,Quiz 5,10.00,10.00
908,Quiz 6,10.00,10.00
908,Quiz 7,10.00,10.00
908,Quiz 8,10.00,10.00
908,Quiz 9,10.00,10.00
909,A1 Final Score,86.75,100.00
909,A2 Final Score,87.50,100.00
909,A3 Final Score,90.70,98.68
909,Attendance Quiz 1,1.00,1.00
909,Attendance Quiz 10,10.00,10.00
909,Attendance Quiz 2,1.00,1.00
909,Attendance Quiz 3,0.00,1.00
909,Attendance Quiz 4,10.00,10.00
909,Attendance Quiz 5,10.00,10.00
909,Attendance Quiz 6,10.00,10.00
909,Attendance Quiz 7,10.00,10.00
909,Attendance Quiz 8,10.00,10.00
909,Attendance Quiz 9,10.00,10.00
909,Exam 1,57.89,100.00
909,Exam 2,1.00,1.00
909,Extra Credit,3.00,5.00
909,Quiz 1,0.00,10.00
909,Quiz 10,10.00,10.00
909,Quiz 2,8.00,10.00
909,Quiz 3,10.00,10.00
909,Quiz 4,10.00,10.00
909,Quiz 5,10.00,10.00
909,Quiz 6,10.00,10.00
909,Quiz 7,10.00,10.00
909,Quiz 8,10.00,10.00
909,Quiz 9,10.00,10.00
910,A1 Final Score,83.50,100.00
910,A2 Final Score,88.90,100.00
910,A3 Final Score,99.40,98.68
910,Attendance Quiz 1,1.00,1.00
910,Attendance Quiz 10,10.00,10.00
910,Attendance Quiz 2,1.00,1.00
910,Attendance Quiz 3,1.00,1.00
910,Attendance Quiz 4,10.00,10.00
910,Attendance Quiz 5,10.00,10.00
910,Attendance Quiz 6,10.00,10.00
910,Attendance Quiz 7,10.00,10.00
910,Attendance Quiz 8,10.00,10.00
910,Attendance Quiz 9,10.00,10.00
910,Exam 1,68.42,100.00
910,Exam 2,1.00,1.00
910,Extra Credit,2.00,5.00
910,Quiz 1,10.00,10.00
910,Quiz 10,10.00,10.00
910,Quiz 2,8.00,10.00
910,Quiz 3,10.00,10.00
910,Quiz 4,10.00,10.00
910,Quiz 5,10.00,10.00
910,Quiz 6,10.00,10.00
910,Quiz 7,10.00,10.00
910,Quiz 8,10.00,10.00
910,Quiz 9,10.00,10.00
911,A1 Final Score,75.38,100.00
911,A2 Final Score,88.00,100.00
911,A3 Final Score,68.65,98.68
911,Attendance Quiz 1,1.00,1.00
911,Attendance Quiz 10,10.00,10.00
911,Attendance Quiz 2,0.00,1.00
911,Attendance Quiz 3,1.00,1.00
911,Attendance Quiz 4,10.00,10.00
911,Attendance Quiz 5,10.00,10.00
911,Attendance Quiz 6,10.00,10.00
911,Attendance Quiz 7,10.00,10.00
911,Attendance Quiz 8,10.00,10.00
911,Attendance Quiz 9,10.00,10.00
911,Exam 1,52.63,100.00
911,Exam 2,1.00,1.00
911,Extra Credit,2.00,5.00
911,Quiz 1,0.00,10.00
911,Quiz 10,10.00,10.00
911,Quiz 2,0.00,10.00
911,Quiz 3,10.00,10.00
911,Quiz 4,10.00,10.00
911,Quiz 5,10.00,10.00
911,Quiz 6,10.00,10.00
911,Quiz 7,10.00,10.00
911,Quiz 8,10.00,10.00
911,Quiz 9,10.00,10.00
912,A1 Final Score,80.25,100.00
912,A2 Final Score,56.40,100.00
912,A3 Final Score,96.45,98.68
912,Attendance Quiz 1,1.00,1.00
912,Attendance Quiz 10,10.00,10.00
912,Attendance Quiz 2,0.00,1.00
912,Attendance Quiz 3,0.00,1.00
912,Attendance Quiz 4,10.00,10.00
912,Attendance Quiz 5,10.00,10.00
912,Attendance Quiz 6,10.00,10.00
912,Attendance Quiz 7,10.00,10.00
912,Attendance Quiz 8,10.00,10.00
912,Attendance Quiz 9,10.00,10.00
912,Exam 1,73.68,100.00
912,Exam 2,1.00,1.00
912,Extra Credit,2.00,5.00
912,Quiz 1,6.00,10.00
912,Quiz 10,10.00,10.00
912,Quiz 2,9.00,10.00
912,Quiz 3,10.00,10.00
912,Quiz 4,10.00,10.00
912,Quiz 5,10.00,10.00
912,Quiz 6,10.00,10.00
912,Quiz 7,10.00,10.00
912,Quiz 8,10.00,10.00
912,Quiz 9,10.00,10.00
913,A1 Final Score,85.25,100.00
913,A2 Final Score,82.70,100.00
913,A3 Final Score,97.60,98.68
913,Attendance Quiz 1,1.00,1.00
913,Attendance Quiz 10,10.00,10.00
913,Attendance Quiz 2,0.00,1.00
913,Attendance Quiz 3,1.00,1.00
913,Attendance Quiz 4,10.00,10.00
913,Attendance Quiz 5,10.00,10.00
913,Attendance Quiz 6,10.00,10.00
913,Attendance Quiz 7,10.00,10.00
913,Attendance Quiz 8,10.00,10.00
913,Attendance Quiz 9,10.00,10.00
913,Exam 1,94.74,100.00
913,Exam 2,1.00,1.00
913,Extra Credit,1.00,5.00
913,Quiz 1,7.00,10.00
913,Quiz 10,10.00,10.00
913,Quiz 2,8.00,10.00
913,Quiz 3,10.00,10.00
913,Quiz 4,10.00,10.00
913,Quiz 5,10.00,10.00
913,Quiz 6,10.00,10.00
913,Quiz 7,10.00,10.00
913,Quiz 8,10.00,10.00
913,Quiz 9,10.00,10.00
914,A1 Final Score,83.50,100.00
914,A2 Final Score,86.50,100.00
914,A3 Final Score,86.70,98.68
914,Attendance Quiz 1,1.00,1.00
914,Attendance Quiz 10,10.00,10.00
914,Attendance Quiz 2,1.00,1.00
914,Attendance Quiz 3,1.00,1.00
914,Attendance Quiz 4,10.00,10.00
914,Attendance Quiz 5,10.00,10.00
914,Attendance Quiz 6,10.00,10.00
914,Attendance Quiz 7,10.00,10.00
914,Attendance Quiz 8,10.00,10.00
914,Attendance Quiz 9,10.00,10.00
914,Exam 1,68.42,100.00
914,Exam 2,1.00,1.00
914,Extra Credit,2.00,5.00
914,Quiz 1,0.00,10.00
914,Quiz 10,10.00,10.00
914,Quiz 2,8.00,10.00
914,Quiz 3,10.00,10.00
914,Quiz 4,10.00,10.00
914,Quiz 5,10.00,10.00
914,Quiz 6,10.00,10.00
914,Quiz 7,10.00,10.00
914,Quiz 8,10.00,10.00
914,Quiz 9,10.00,10.00
915,A1 Final Score,90.50,100.00
915,A2 Final Score,51.36,100.00
915,A3 Final Score,96.15,98.68
915,Attendance Quiz 1,1.00,1.00
915,Attendance Quiz 10,10.00,10.00
915,Attendance Quiz 2,0.00,1.00
915,Attendance Quiz 3,0.00,1.00
915,Attendance Quiz 4,10.00,10.00
915,Attendance Quiz 5,10.00,10.00
915,Attendance Quiz 6,10.00,10.00
915,Attendance Quiz 7,10.00,10.00
915,Attendance Quiz 8,10.00,10.00
915,Attendance Quiz 9,10.00,10.00
915,Exam 1,84.21,100.00
915,Exam 2,1.00,1.00
915,Extra Credit,4.00,5.00
915,Quiz 1,8.00,10.00
915,Quiz 10,10.00,10.00
915,Quiz 2,0.00,10.00
915,Quiz 3,10.00,10.00
915,Quiz 4,10.00,10.00
915,Quiz 5,10.00,10.00
915,Quiz 6,10.00,10.00
915,Quiz 7,10.00,10.00
915,Quiz 8,10.00,10.00
915,Quiz 9,10.00,10.00
916,A1 Final Score,93.25,100.00
916,A2 Final Score,88.90,100.00
916,A3 Final Score,99.40,98.68
916,Attendance Quiz 1,1.00,1.00
916,Attendance Quiz 10,10.00,10.00
916,Attendance Quiz 2,1.00,1.00
916,Attendance Quiz 3,1.00,1.00
916,Attendance Quiz 4,10.00,10.00
916,Attendance Quiz 5,10.00,10.00
916,Attendance Quiz 6,10.00,10.00
916,Attendance Quiz 7,10.00,10.00
916,Attendance Quiz 8,10.00,10.00
916,Attendance Quiz 9,10.00,10.00
916,Exam 1,78.95,100.00
916,Exam 2,1.00,1.00
916,Extra Credit,1.00,5.00
916,Quiz 1,10.00,10.00
916,Quiz 10,10.00,10.00
916,Quiz 2,5.00,10.00
916,Quiz 3,10.00,10.00
916,Quiz 4,10.00,10.00
916,Quiz 5,10.00,10.00
916,Quiz 6,10.00,10.00
916,Quiz 7,10.00,10.00
916,Quiz 8,10.00,10.00
916,Quiz 9,10.00,10.00
917,A1 Final Score,39.38,100.00
917,A2 Final Score,0.00,100.00
917,A3 Final Score,0.00,98.68
917,Attendance Quiz 1,1.00,1.00
917,Attendance Quiz 10,10.00,10.00
917,Attendance Quiz 2,0.00,1.00
917,Attendance Quiz 3,0.00,1.00
917,Attendance Quiz 4,10.00,10.00
917,Attendance Quiz 5,10.00,10.00
917,Attendance Quiz 6,10.00,10.00
917,Attendance Quiz 7,10.00,10.00
917,Attendance Quiz 8,10.00,10.00
917,Attendance Quiz 9,10.00,10.00
917,Exam 1,73.68,100.00
917,Exam 2,1.00,1.00
917,Extra Credit,0.00,5.00
917,Quiz 1,0.00,10.00
917,Quiz 10,10.00,10.00
917,Quiz 2,0.00,10.00
917,Quiz 3,10.00,10.00
917,Quiz 4,10.00,10.00
917,Quiz 5,10.00,10.00
917,Quiz 6,10.00,10.00
917,Quiz 7,10.00,10.00
917,Quiz 8,10.00,10.00
917,Quiz 9,10.00,10.00
918,A1 Final Score,91.50,100.00
918,A2 Final Score,85.10,100.00
918,A3 Final Score,100.00,98.68
918,Attendance Quiz 1,1.00,1.00
918,Attendance Quiz 10,10.00,10.00
918,Attendance Quiz 2,1.00,1.00
918,Attendance Quiz 3,1.00,1.00
918,Attendance Quiz 4,10.00,10.00
918,Attendance Quiz 5,10.00,10.00
918,Attendance Quiz 6,10.00,10.00
918,Attendance Quiz 7,10.00,10.00
918,Attendance Quiz 8,10.00,10.00
918,Attendance Quiz 9,10.00,10.00
918,Exam 1,89.47,100.00
918,Exam 2,1.00,1.00
918,Extra Credit,4.00,5.00
918,Quiz 1,0.00,10.00
918,Quiz 10,10.00,10.00
918,Quiz 2,9.00,10.00
918,Quiz 3,10.00,10.00
918,Quiz 4,10.00,10.00
918,Quiz 5,10.00,10.00
918,Quiz 6,10.00,10.00
918,Quiz 7,10.00,10.00
918,Quiz 8,10.00,10.00
918,Quiz 9,10.00,10.00
919,A1 Final Score,77.50,100.00
919,A2 Final Score,83.84,100.00
919,A3 Final Score,98.35,98.68
919,Attendance Quiz 1,1.00,1.00
919,Attendance Quiz 10,10.00,10.00
919,Attendance Quiz 2,0.00,1.00
919,Attendance Quiz 3,1.00,1.00
919,Attendance Quiz 4,10.00,10.00
919,Attendance Quiz 5,10.00,10.00
919,Attendance Quiz 6,10.00,10.00
919,Attendance Quiz 7,10.00,10.00
919,Attendance Quiz 8,10.00,10.00
919,Attendance Quiz 9,10.00,10.00
919,Exam 1,47.37,100.00
919,Exam 2,1.00,1.00
919,Extra Credit,4.00,5.00
919,Quiz 1,10.00,10.00
919,Quiz 10,10.00,10.00
919,Quiz 2,0.00,10.00
919,Quiz 3,10.00,10.00
919,Quiz 4,10.00,10.00
919,Quiz 5,10.00,10.00
919,Quiz 6,10.00,10.00
919,Quiz 7,10.00,10.00
919,Quiz 8,10.00,10.00
919,Quiz 9,10.00,10.00
920,A1 Final Score,83.00,100.00
920,A2 Final Score,74.24,100.00
920,A3 Final Score,92.35,98.68
920,Attendance Quiz 1,1.00,1.00
920,Attendance Quiz 10,10.00,10.00
920,Attendance Quiz 2,0.00,1.00
920,Attendance Quiz 3,0.00,1.00
920,Attendance Quiz 4,10.00,10.00
920,Attendance Quiz 5,10.00,10.00
920,Attendance Quiz 6,10.00,10.00
920,Attendance Quiz 7,10.00,10.00
920,Attendance Quiz 8,10.00,10.00
920,Attendance Quiz 9,10.00,10.00
920,Exam 1,78.95,100.00
920,Exam 2,1.00,1.00
920,Extra Credit,0.00,5.00
920,Quiz 1,0.00,10.00
